id,contract,date,shift,area,block,equipo,bank,project,drill_type,drill_code,hour_from,hour_to,rop,hardness,high
7722,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B101,TD072,BK-515,PRODUCCION,DTH,DTH-12,13.34,13.77,35.59,6.1,16.2
7723,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B206,TD072,BK-286,PRODUCCION,DTH,DTH-90,14.11,15.47,32.17,6.1,42.5
7724,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B101,TD072,BK-997,PRODUCCION,DTH,DTH-24,15.92,16.39,32.2,6.1,16.7
7725,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B323,TD072,BK-678,PRODUCCION,DTH,DTH-35,16.66,17.24,33.55,6.1,20.3
7726,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B101,TD072,BK-747,PRODUCCION,DTH,DTH-65,17.62,18.09,34.38,6.1,13.7
7737,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B323,TD073,BK-136,PRODUCCION,DTH,DTH-21,7.85,8.86,30.34,5.5,30.1
7738,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B323,TD073,BK-376,PRODUCCION,DTH,DTH-84,9.07,10.3,27.47,5.5,34.2
7739,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B206,TD073,BK-965,PRODUCCION,DTH,DTH-35,10.61,11.84,30.08,5.5,32.6
7740,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B323,TD073,BK-440,PRODUCCION,DTH,DTH-19,12.16,13.42,27.63,5.5,37.8
7741,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B206,TD073,BK-296,PRODUCCION,DTH,DTH-28,13.62,14.02,27.91,5.5,12.2
7742,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B101,TD073,BK-977,PRODUCCION,DTH,DTH-30,14.33,15.08,29.71,5.5,19.7
7743,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B206,TD073,BK-325,PRODUCCION,DTH,DTH-63,15.29,15.76,28.46,5.5,11.6
7744,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B215,TD073,BK-489,PRODUCCION,DTH,DTH-94,16.24,16.82,30.46,5.5,18.1
7745,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B215,TD073,BK-324,PRODUCCION,DTH,DTH-19,16.87,17.42,32.58,5.5,18.9
7746,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B101,TD073,BK-811,PRODUCCION,DTH,DTH-78,17.65,18.36,31.21,5.5,19.0
7757,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B215,TD076,BK-419,PRODUCCION,DTH,DTH-56,7.6,8.76,30.95,4.5,35.4
7758,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B323,TD076,BK-850,PRODUCCION,DTH,DTH-72,9.13,10.45,26.97,4.5,34.0
7759,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B323,TD076,BK-938,PRODUCCION,DTH,DTH-13,10.78,11.3,28.37,4.5,15.0
7760,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B215,TD076,BK-112,PRODUCCION,DTH,DTH-38,11.79,12.97,29.58,4.5,37.3
7761,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B323,TD076,BK-402,PRODUCCION,DTH,DTH-13,13.03,13.74,31.4,4.5,21.2
7762,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B101,TD076,BK-142,PRODUCCION,DTH,DTH-94,13.91,15.18,28.63,4.5,38.6
7763,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B215,TD076,BK-418,PRODUCCION,DTH,DTH-13,15.35,16.6,31.11,4.5,39.9
7764,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B215,TD076,BK-693,PRODUCCION,DTH,DTH-37,16.84,18.07,28.34,4.5,32.3
7765,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B323,TD077,BK-328,PRODUCCION,DTH,DTH-44,7.95,8.81,23.56,5.6,20.4
7766,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B215,TD077,BK-103,PRODUCCION,DTH,DTH-97,8.9,9.91,24.86,5.6,27.2
7767,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B101,TD077,BK-390,PRODUCCION,DTH,DTH-74,10.36,11.37,25.85,5.6,25.1
7768,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B206,TD077,BK-946,PRODUCCION,DTH,DTH-87,11.46,12.21,21.38,5.6,15.6
7769,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B101,TD077,BK-613,PRODUCCION,DTH,DTH-87,12.28,13.65,21.92,5.6,29.6
7770,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B215,TD077,BK-363,PRODUCCION,DTH,DTH-51,13.75,14.97,25.08,5.6,31.6
7771,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B101,TD077,BK-559,PRODUCCION,DTH,DTH-63,15.14,15.95,21.52,5.6,15.2
7772,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B323,TD077,BK-307,PRODUCCION,DTH,DTH-25,16.13,16.59,25.74,5.6,12.8
7773,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B323,TD077,BK-860,PRODUCCION,DTH,DTH-45,16.66,18.0,25.67,5.6,35.5
7784,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B206,TD079,BK-403,PRODUCCION,DTH,DTH-43,6.65,7.4,33.81,7.5,27.4
7785,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B206,TD079,BK-816,PRODUCCION,DTH,DTH-61,7.71,8.17,31.71,7.5,14.4
7786,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B215,TD079,BK-960,PRODUCCION,DTH,DTH-93,8.29,9.23,35.34,7.5,29.5
7787,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B323,TD079,BK-888,PRODUCCION,DTH,DTH-59,9.35,10.66,29.83,7.5,35.2
7788,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B323,TD079,BK-306,PRODUCCION,DTH,DTH-41,10.99,11.69,30.54,7.5,23.3
7789,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B323,TD079,BK-181,PRODUCCION,DTH,DTH-43,12.14,12.95,35.39,7.5,26.5
7790,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B323,TD079,BK-188,PRODUCCION,DTH,DTH-97,13.06,14.24,35.8,7.5,41.8
7791,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B323,TD079,BK-436,PRODUCCION,DTH,DTH-52,14.48,15.6,33.39,7.5,35.9
7792,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,FERROBAMBA,B323,TD079,BK-952,PRODUCCION,DTH,DTH-33,15.98,16.62,35.56,7.5,23.0
7793,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,FERROBAMBA,B101,TD079,BK-208,PRODUCCION,DTH,DTH-64,16.79,17.28,36.14,7.5,17.8
7803,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B101,TD091,BK-511,PRODUCCION,RTR,RTR-54,7.76,9.11,25.65,6.3,33.6
7804,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B323,TD091,BK-629,PRODUCCION,RTR,RTR-61,9.21,10.15,26.19,6.3,25.7
7805,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B215,TD091,BK-301,PRODUCCION,RTR,RTR-18,10.54,11.77,27.2,6.3,32.7
7806,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B206,TD091,BK-557,PRODUCCION,RTR,RTR-60,12.16,12.92,28.28,6.3,18.9
7807,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B101,TD091,BK-433,PRODUCCION,RTR,RTR-64,13.12,13.88,25.78,6.3,18.9
7808,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B215,TD091,BK-884,PRODUCCION,RTR,RTR-30,14.21,15.25,29.69,6.3,30.0
7809,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B215,TD091,BK-270,PRODUCCION,RTR,RTR-95,15.65,16.28,27.74,6.3,15.7
7819,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B206,TD092,BK-531,PRODUCCION,RTR,RTR-87,7.81,9.06,24.59,6.7,29.5
7820,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B215,TD092,BK-554,PRODUCCION,RTR,RTR-70,9.36,10.02,23.1,6.7,16.2
7821,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B101,TD092,BK-330,PRODUCCION,RTR,RTR-37,10.28,11.65,23.41,6.7,34.1
7822,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B323,TD092,BK-747,PRODUCCION,RTR,RTR-29,12.01,13.04,24.53,6.7,21.9
7823,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B206,TD092,BK-362,PRODUCCION,RTR,RTR-19,13.23,14.54,23.41,6.7,26.0
7824,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B206,TD092,BK-458,PRODUCCION,RTR,RTR-10,14.56,15.01,24.56,6.7,11.1
7825,Mina Bambas Rotativas - Ferrobamba,2026-03-04,A,CHALCOBAMBA,B215,TD092,BK-189,PRODUCCION,RTR,RTR-27,15.15,16.39,23.71,6.7,29.0
7826,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B101,TD092,BK-787,PRODUCCION,RTR,RTR-48,16.66,17.63,24.92,6.7,25.5
7827,Mina Bambas Rotativas - Chalcobamba,2026-03-04,A,CHALCOBAMBA,B101,TD092,BK-625,PRODUCCION,RTR,RTR-72,17.65,18.35,21.3,6.7,15.3
7712,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B206,TD030,BK-137,PRODUCCION,DTH,DTH-56,0.28,0.89,28.58,5.2,15.7
7713,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B323,TD030,BK-386,PRODUCCION,DTH,DTH-91,1.08,1.89,31.44,5.2,25.3
7714,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B215,TD030,BK-226,PRODUCCION,DTH,DTH-30,2.03,3.2,30.13,5.2,34.3
7715,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B101,TD030,BK-625,PRODUCCION,DTH,DTH-79,3.29,4.5,31.8,5.2,37.2
7716,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B206,TD030,BK-623,PRODUCCION,DTH,DTH-21,4.63,5.97,28.35,5.2,37.8
7707,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B215,TD030,BK-799,PRODUCCION,DTH,DTH-17,19.02,19.93,26.61,5.2,22.9
7708,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B206,TD030,BK-308,PRODUCCION,DTH,DTH-19,20.31,20.67,28.06,5.2,9.4
7709,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B323,TD030,BK-463,PRODUCCION,DTH,DTH-48,20.73,21.88,30.35,5.2,36.8
7710,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B206,TD030,BK-998,PRODUCCION,DTH,DTH-18,22.19,22.59,31.95,5.2,13.4
7711,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B206,TD030,BK-203,PRODUCCION,DTH,DTH-50,22.68,23.95,26.91,5.2,36.7
7732,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B215,TD072,BK-490,PRODUCCION,DTH,DTH-26,1.01,1.55,30.13,7.7,15.4
7733,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B206,TD072,BK-883,PRODUCCION,DTH,DTH-89,1.71,2.29,31.81,7.7,17.1
7734,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B206,TD072,BK-841,PRODUCCION,DTH,DTH-85,2.32,3.45,35.18,7.7,37.9
7735,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B323,TD072,BK-587,PRODUCCION,DTH,DTH-32,3.81,4.79,33.7,7.7,31.8
7736,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B215,TD072,BK-278,PRODUCCION,DTH,DTH-19,5.23,6.35,30.99,7.7,34.9
7727,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B323,TD072,BK-509,PRODUCCION,DTH,DTH-48,19.7,20.07,31.95,7.7,12.6
7728,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B215,TD072,BK-864,PRODUCCION,DTH,DTH-76,20.38,20.96,36.4,7.7,20.8
7729,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B206,TD072,BK-389,PRODUCCION,DTH,DTH-97,21.05,21.97,30.22,7.7,25.1
7730,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B206,TD072,BK-209,PRODUCCION,DTH,DTH-16,22.3,23.52,36.07,7.7,46.6
7731,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B323,TD072,BK-118,PRODUCCION,DTH,DTH-92,23.54,0.57,32.9,7.7,34.3
7752,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B323,TD073,BK-943,PRODUCCION,DTH,DTH-14,1.15,1.6,29.84,7.0,13.5
7753,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B206,TD073,BK-934,PRODUCCION,DTH,DTH-13,2.09,2.84,29.11,7.0,23.8
7754,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B206,TD073,BK-938,PRODUCCION,DTH,DTH-66,3.33,3.7,32.44,7.0,12.6
7755,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B323,TD073,BK-578,PRODUCCION,DTH,DTH-36,4.06,5.21,32.66,7.0,36.4
7756,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B323,TD073,BK-680,PRODUCCION,DTH,DTH-47,5.65,6.34,30.65,7.0,22.8
7747,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B323,TD073,BK-907,PRODUCCION,DTH,DTH-26,19.21,20.06,29.04,7.0,22.7
7748,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B206,TD073,BK-886,PRODUCCION,DTH,DTH-82,20.11,21.48,29.69,7.0,36.6
7749,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B323,TD073,BK-738,PRODUCCION,DTH,DTH-16,21.63,22.58,28.68,7.0,28.8
7750,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B101,TD073,BK-486,PRODUCCION,DTH,DTH-86,22.91,23.44,30.07,7.0,16.0
7751,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B215,TD073,BK-137,PRODUCCION,DTH,DTH-16,23.93,0.73,29.21,7.0,24.1
7779,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B206,TD077,BK-735,PRODUCCION,DTH,DTH-15,0.64,1.44,26.46,6.3,19.9
7780,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B323,TD077,BK-456,PRODUCCION,DTH,DTH-46,1.57,2.18,26.78,6.3,17.3
7781,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B323,TD077,BK-220,PRODUCCION,DTH,DTH-54,2.26,2.69,24.08,6.3,10.8
7782,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B101,TD077,BK-412,PRODUCCION,DTH,DTH-82,2.77,4.02,27.7,6.3,33.0
7783,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B101,TD077,BK-420,PRODUCCION,DTH,DTH-58,4.12,5.46,28.37,6.3,34.7
7774,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B206,TD077,BK-989,PRODUCCION,DTH,DTH-44,18.77,20.01,26.82,6.3,33.1
7775,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B206,TD077,BK-145,PRODUCCION,DTH,DTH-98,20.41,21.08,24.63,6.3,16.4
7776,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B215,TD077,BK-438,PRODUCCION,DTH,DTH-75,21.22,21.73,28.95,6.3,13.4
7777,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B215,TD077,BK-436,PRODUCCION,DTH,DTH-46,22.14,22.97,28.28,6.3,22.6
7778,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B215,TD077,BK-811,PRODUCCION,DTH,DTH-35,23.29,0.39,28.14,6.3,27.1
7799,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B101,TD079,BK-507,PRODUCCION,DTH,DTH-73,0.77,2.04,28.98,5.7,35.9
7800,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B206,TD079,BK-193,PRODUCCION,DTH,DTH-51,2.32,3.67,25.42,5.7,37.5
7801,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B206,TD079,BK-547,PRODUCCION,DTH,DTH-85,3.82,4.83,24.9,5.7,27.4
7802,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B323,TD079,BK-590,PRODUCCION,DTH,DTH-41,5.26,6.42,28.39,5.7,29.0
7794,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B206,TD079,BK-222,PRODUCCION,DTH,DTH-98,19.59,20.96,25.44,5.7,32.6
7795,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,FERROBAMBA,B323,TD079,BK-684,PRODUCCION,DTH,DTH-45,21.42,21.89,29.67,5.7,12.8
7796,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B323,TD079,BK-199,PRODUCCION,DTH,DTH-34,22.12,22.85,27.4,5.7,18.0
7797,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B323,TD079,BK-752,PRODUCCION,DTH,DTH-94,22.93,23.36,24.91,5.7,9.1
7798,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,FERROBAMBA,B215,TD079,BK-886,PRODUCCION,DTH,DTH-69,23.49,0.71,30.02,5.7,39.2
7814,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B323,TD091,BK-721,PRODUCCION,RTR,RTR-97,0.76,2.0,22.38,6.1,29.8
7815,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B215,TD091,BK-795,PRODUCCION,RTR,RTR-88,2.03,2.53,22.84,6.1,11.5
7816,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B101,TD091,BK-972,PRODUCCION,RTR,RTR-30,2.89,3.81,22.27,6.1,21.2
7817,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B215,TD091,BK-756,PRODUCCION,RTR,RTR-53,4.31,5.03,23.51,6.1,15.1
7818,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B215,TD091,BK-446,PRODUCCION,RTR,RTR-44,5.4,5.87,24.86,6.1,12.8
7810,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B206,TD091,BK-803,PRODUCCION,RTR,RTR-45,19.77,20.6,23.39,6.1,18.0
7811,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B323,TD091,BK-802,PRODUCCION,RTR,RTR-34,20.82,21.54,24.45,6.1,17.4
7812,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B101,TD091,BK-581,PRODUCCION,RTR,RTR-82,21.81,22.97,23.94,6.1,26.0
7813,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B323,TD091,BK-149,PRODUCCION,RTR,RTR-64,23.3,0.39,23.82,6.1,26.1
7832,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B323,TD092,BK-898,PRODUCCION,RTR,RTR-35,0.07,1.14,25.23,4.7,26.8
7833,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B101,TD092,BK-129,PRODUCCION,RTR,RTR-54,1.46,2.85,25.47,4.7,36.1
7834,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B215,TD092,BK-901,PRODUCCION,RTR,RTR-72,2.91,3.93,26.12,4.7,24.4
7835,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B101,TD092,BK-902,PRODUCCION,RTR,RTR-66,4.18,4.58,25.18,4.7,9.4
7836,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B215,TD092,BK-834,PRODUCCION,RTR,RTR-47,5.06,5.98,24.26,4.7,22.9
7828,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B206,TD092,BK-578,PRODUCCION,RTR,RTR-19,19.53,20.33,25.59,4.7,18.7
7829,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B215,TD092,BK-722,PRODUCCION,RTR,RTR-39,20.71,21.75,28.85,4.7,29.9
7830,Mina Bambas Rotativas - Chalcobamba,2026-03-04,B,CHALCOBAMBA,B323,TD092,BK-257,PRODUCCION,RTR,RTR-33,22.03,22.71,28.33,4.7,18.6
7831,Mina Bambas Rotativas - Ferrobamba,2026-03-04,B,CHALCOBAMBA,B215,TD092,BK-691,PRODUCCION,RTR,RTR-61,22.95,23.69,27.11,4.7,18.0
7847,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,FERROBAMBA,B101,TD072,BK-311,PRODUCCION,DTH,DTH-78,6.62,7.9,36.22,7.7,50.6
7848,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,FERROBAMBA,B206,TD072,BK-929,PRODUCCION,DTH,DTH-51,8.17,9.28,33.27,7.7,34.8
7849,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,FERROBAMBA,B101,TD072,BK-636,PRODUCCION,DTH,DTH-22,9.57,9.99,32.28,7.7,11.7
7850,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,FERROBAMBA,B323,TD072,BK-827,PRODUCCION,DTH,DTH-84,10.03,10.68,33.95,7.7,23.5
7851,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,FERROBAMBA,B101,TD072,BK-663,PRODUCCION,DTH,DTH-96,10.98,12.04,36.28,7.7,33.0
7852,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,FERROBAMBA,B206,TD072,BK-202,PRODUCCION,DTH,DTH-93,12.49,12.98,32.76,7.7,13.9
7853,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,FERROBAMBA,B101,TD072,BK-210,PRODUCCION,DTH,DTH-75,13.23,13.6,31.14,7.7,11.7
7854,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,FERROBAMBA,B101,TD072,BK-442,PRODUCCION,DTH,DTH-42,14.08,15.26,31.0,7.7,37.7
7855,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,FERROBAMBA,B215,TD072,BK-904,PRODUCCION,DTH,DTH-28,15.6,16.97,32.12,7.7,46.1
7856,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,FERROBAMBA,B206,TD072,BK-191,PRODUCCION,DTH,DTH-95,17.05,18.16,30.7,7.7,30.9
7868,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,CHALCOBAMBA,B323,TD073,BK-563,PRODUCCION,DTH,DTH-10,6.73,7.28,28.72,4.0,17.2
7869,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,CHALCOBAMBA,B215,TD073,BK-795,PRODUCCION,DTH,DTH-91,7.73,8.95,26.19,4.0,32.5
7870,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,CHALCOBAMBA,B101,TD073,BK-774,PRODUCCION,DTH,DTH-89,9.28,10.08,30.85,4.0,21.1
7871,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,CHALCOBAMBA,B206,TD073,BK-252,PRODUCCION,DTH,DTH-50,10.45,11.0,26.36,4.0,13.3
7872,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,CHALCOBAMBA,B215,TD073,BK-273,PRODUCCION,DTH,DTH-13,11.42,12.32,30.92,4.0,25.8
7873,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,CHALCOBAMBA,B215,TD073,BK-369,PRODUCCION,DTH,DTH-96,12.56,13.43,25.8,4.0,22.0
7874,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,CHALCOBAMBA,B101,TD073,BK-577,PRODUCCION,DTH,DTH-24,13.58,14.79,28.58,4.0,31.0
7875,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,CHALCOBAMBA,B206,TD073,BK-774,PRODUCCION,DTH,DTH-10,15.06,15.44,27.57,4.0,10.9
7876,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,CHALCOBAMBA,B206,TD073,BK-589,PRODUCCION,DTH,DTH-46,15.48,16.0,31.29,4.0,14.5
7877,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,CHALCOBAMBA,B323,TD073,BK-175,PRODUCCION,DTH,DTH-86,16.18,17.32,30.96,4.0,31.1
7878,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,CHALCOBAMBA,B323,TD073,BK-680,PRODUCCION,DTH,DTH-43,17.63,18.38,30.83,4.0,19.7
7879,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,CHALCOBAMBA,B323,TD074,BK-513,PRODUCCION,DTH,DTH-17,7.78,8.16,34.69,6.9,14.2
7880,Mina Bambas Rotativas - Ferrobamba,2026-03-05,A,CHALCOBAMBA,B206,TD074,BK-298,PRODUCCION,DTH,DTH-85,8.64,9.06,32.89,6.9,13.6
7881,Mina Bambas Rotativas - Chalcobamba,2026-03-05,A,CHALCOBAMBA,B323,TD074,BK-468,PRODUCCION,DTH,DTH-29,9.26,10.46,29.58,6.9,30.2
